"ticket_id","opened_at","address_id","uprava","district","street","house_number","title","description","reason_category","month","hour","season"
"259","2025-06-26 10:05:00","48","Северная управа","Промышленный","Энергетиков","39А","Перебои с электричеством","Освещение в подъезде не работает со вчерашнего вечера.","electricity","6","10","summer"
"84","2025-06-28 08:53:00","2","Центральная управа","Центральный","Ленина","27","Не работает лифт","Кнопки лифта не реагируют, нужна диагностика.","elevator","6","8","summer"
"335","2025-06-30 09:57:00","12","Центральная управа","Центральный","Гагарина","37","Течь в подвале","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","6","9","summer"
"393","2025-07-01 02:27:00","69","Южная управа","Пригородный","Полевая","29","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","7","2","summer"
"182","2025-07-02 03:40:00","18","Центральная управа","Исторический","Пушкина","5А","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","7","3","summer"
"102","2025-07-07 23:12:00","46","Северная управа","Промышленный","Энергетиков","13","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","7","23","summer"
"217","2025-07-09 07:13:00","68","Южная управа","Пригородный","Полевая","11","Не горит освещение на этаже","На площадке мигает свет и отключается электричество.","electricity","7","7","summer"
"149","2025-07-10 09:59:00","7","Центральная управа","Центральный","Советская","27","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","7","9","summer"
"412","2025-07-11 09:46:00","40","Северная управа","Промышленный","Заводская","37","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","7","9","summer"
"250","2025-07-16 02:59:00","22","Центральная управа","Исторический","Набережная","5А","Канализация не работает","Канализация переполнена, стоки выходят наружу.","sewer","7","2","summer"
"73","2025-07-21 06:21:00","16","Центральная управа","Центральный","Гагарина","41А","Протечка трубы","Из стояка течет вода, жители жалуются на сырость.","water_leak","7","6","summer"
"106","2025-07-22 09:36:00","68","Южная управа","Пригородный","Полевая","11","Протекает труба в подъезде","В подвале скапливается вода, требуется срочный осмотр.","water_leak","7","9","summer"
"119","2025-07-25 03:33:00","29","Северная управа","Северный","Мира","3А","Переполнены контейнеры","Мусор не вывозился несколько дней, требуется уборка.","garbage","7","3","summer"
"323","2025-07-30 05:36:00","43","Северная управа","Промышленный","Заводская","9","Отключение электроэнергии","Жители сообщают об отключении света в доме.","electricity","7","5","summer"
"333","2025-08-08 01:04:00","69","Южная управа","Пригородный","Полевая","29","Холодные батареи","Отопление подается с перебоями, нужно проверить систему.","heating","8","1","summer"
"305","2025-08-09 20:23:00","62","Южная управа","Южный","Строителей","29А","Скопление мусора у дома","Рядом с домом образовалась свалка бытового мусора.","garbage","8","20","summer"
"181","2025-08-10 14:29:00","33","Северная управа","Северный","Молодежная","5А","Течь в подвале","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","8","14","summer"
"142","2025-08-11 08:36:00","17","Центральная управа","Исторический","Пушкина","9","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","8","8","summer"
"168","2025-08-11 10:45:00","66","Южная управа","Пригородный","Полевая","49А","Протечка трубы","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","8","10","summer"
"77","2025-08-13 08:43:00","62","Южная управа","Южный","Строителей","29А","Протечка трубы","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","8","8","summer"
"294","2025-08-16 04:41:00","1","Центральная управа","Центральный","Ленина","9","Гололед во дворе","Во дворе не убран снег и лед, проход опасен.","yard","8","4","summer"
"297","2025-08-17 03:16:00","27","Северная управа","Северный","Мира","5А","Канализация не работает","Канализация переполнена, стоки выходят наружу.","sewer","8","3","summer"
"71","2025-08-17 09:18:00","66","Южная управа","Пригородный","Полевая","49А","Протекает труба в подъезде","Из стояка течет вода, жители жалуются на сырость.","water_leak","8","9","summer"
"380","2025-08-19 04:01:00","27","Северная управа","Северный","Мира","5А","Не горит освещение на этаже","На площадке мигает свет и отключается электричество.","electricity","8","4","summer"
"399","2025-08-21 20:19:00","23","Центральная управа","Исторический","Набережная","27","Не горит освещение на этаже","Освещение в подъезде не работает со вчерашнего вечера.","electricity","8","20","summer"
"394","2025-08-26 04:52:00","70","Южная управа","Пригородный","Полевая","37","Проблема с подачей тепла","Батареи остаются холодными с утра, температура в квартире низкая.","heating","8","4","summer"
"69","2025-08-26 11:40:00","75","Южная управа","Пригородный","Солнечная","41","Течь в подвале","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","8","11","summer"
"173","2025-08-27 02:36:00","11","Центральная управа","Центральный","Гагарина","27","Слабое отопление в квартире","Отопление подается с перебоями, нужно проверить систему.","heating","8","2","summer"
"55","2025-08-31 15:57:00","48","Северная управа","Промышленный","Энергетиков","39А","Прорыв стояка","Из стояка течет вода, жители жалуются на сырость.","water_leak","8","15","summer"
"304","2025-09-08 18:50:00","15","Центральная управа","Центральный","Гагарина","29Б","Протечка трубы","Из стояка течет вода, жители жалуются на сырость.","water_leak","9","18","autumn"
"140","2025-09-09 17:51:00","22","Центральная управа","Исторический","Набережная","5А","Холодные батареи","Батареи остаются холодными с утра, температура в квартире низкая.","heating","9","17","autumn"
"128","2025-09-10 21:46:00","13","Центральная управа","Центральный","Гагарина","45А","Канализация не работает","Жильцы жалуются на затопление и запах в подъезде.","sewer","9","21","autumn"
"290","2025-09-13 02:27:00","42","Северная управа","Промышленный","Заводская","17А","Нет света в подъезде","Освещение в подъезде не работает со вчерашнего вечера.","electricity","9","2","autumn"
"303","2025-09-15 09:34:00","40","Северная управа","Промышленный","Заводская","37","Отключение электроэнергии","Освещение в подъезде не работает со вчерашнего вечера.","electricity","9","9","autumn"
"1","2025-09-23 09:07:00","32","Северная управа","Северный","Молодежная","3","Канализация не работает","Жильцы жалуются на затопление и запах в подъезде.","sewer","9","9","autumn"
"176","2025-09-26 09:58:00","1","Центральная управа","Центральный","Ленина","9","Канализация не работает","Канализация переполнена, стоки выходят наружу.","sewer","9","9","autumn"
"211","2025-09-28 18:55:00","20","Центральная управа","Исторический","Пушкина","13А","Не убран двор","Во дворе не убран снег и лед, проход опасен.","yard","9","18","autumn"
"353","2025-09-29 08:02:00","1","Центральная управа","Центральный","Ленина","9","Перебои с электричеством","На площадке мигает свет и отключается электричество.","electricity","9","8","autumn"
"151","2025-10-11 04:51:00","58","Южная управа","Южный","Школьная","41","Перебои с электричеством","Жители сообщают об отключении света в доме.","electricity","10","4","autumn"
"233","2025-10-11 12:29:00","65","Южная управа","Южный","Строителей","3","Прорыв стояка","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","10","12","autumn"
"210","2025-10-16 18:45:00","45","Северная управа","Промышленный","Энергетиков","9","Прорыв стояка","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","10","18","autumn"
"392","2025-10-20 07:48:00","17","Центральная управа","Исторический","Пушкина","9","Течь в подвале","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","10","7","autumn"
"15","2025-10-21 20:21:00","50","Северная управа","Промышленный","Энергетиков","29Б","Прорыв стояка","Из стояка течет вода, жители жалуются на сырость.","water_leak","10","20","autumn"
"54","2025-10-22 00:30:00","54","Южная управа","Южный","Садовая","31","Отключение электроэнергии","Жители сообщают об отключении света в доме.","electricity","10","0","autumn"
"147","2025-10-25 12:58:00","37","Северная управа","Северный","Парковая","23А","Затопление канализацией","Канализация переполнена, стоки выходят наружу.","sewer","10","12","autumn"
"88","2025-10-30 19:22:00","57","Южная управа","Южный","Школьная","17А","Протекает крыша","После осадков с потолка течет вода, требуется проверка кровли.","roof","10","19","autumn"
"158","2025-11-13 12:53:00","35","Северная управа","Северный","Парковая","31","Течь в подвале","В подвале скапливается вода, требуется срочный осмотр.","water_leak","11","12","autumn"
"219","2025-11-19 19:11:00","37","Северная управа","Северный","Парковая","23А","Засор канализации","Канализация переполнена, стоки выходят наружу.","sewer","11","19","autumn"
"175","2025-11-21 06:09:00","61","Южная управа","Южный","Строителей","43","Перебои с электричеством","Жители сообщают об отключении света в доме.","electricity","11","6","autumn"
"377","2025-11-29 13:11:00","36","Северная управа","Северный","Парковая","19","Проблема с подачей тепла","Отопление подается с перебоями, нужно проверить систему.","heating","11","13","autumn"
"98","2025-12-02 04:49:00","50","Северная управа","Промышленный","Энергетиков","29Б","Протечка трубы","Из стояка течет вода, жители жалуются на сырость.","water_leak","12","4","winter"
"365","2025-12-03 01:06:00","75","Южная управа","Пригородный","Солнечная","41","Отключение электроэнергии","На площадке мигает свет и отключается электричество.","electricity","12","1","winter"
"389","2025-12-03 07:04:00","74","Южная управа","Пригородный","Солнечная","29Б","Не горит освещение на этаже","Освещение в подъезде не работает со вчерашнего вечера.","electricity","12","7","winter"
"237","2025-12-07 09:52:00","77","Южная управа","Пригородный","Солнечная","11Б","Прорыв стояка","В подвале скапливается вода, требуется срочный осмотр.","water_leak","12","9","winter"
"124","2025-12-08 13:34:00","54","Южная управа","Южный","Садовая","31","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","12","13","winter"
"343","2025-12-13 07:32:00","56","Южная управа","Южный","Школьная","7","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","12","7","winter"
"193","2025-12-14 08:50:00","73","Южная управа","Пригородный","Солнечная","49","Не горит освещение на этаже","Освещение в подъезде не работает со вчерашнего вечера.","electricity","12","8","winter"
"406","2025-12-14 11:11:00","17","Центральная управа","Исторический","Пушкина","9","Протекает труба в подъезде","В подвале скапливается вода, требуется срочный осмотр.","water_leak","12","11","winter"
"111","2025-12-16 00:15:00","30","Северная управа","Северный","Молодежная","27","Течь в подвале","Из стояка течет вода, жители жалуются на сырость.","water_leak","12","0","winter"
"159","2025-12-22 06:49:00","67","Южная управа","Пригородный","Полевая","9Б","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","12","6","winter"
"258","2025-12-23 07:38:00","12","Центральная управа","Центральный","Гагарина","37","Перебои с электричеством","На площадке мигает свет и отключается электричество.","electricity","12","7","winter"
"156","2025-12-24 07:34:00","7","Центральная управа","Центральный","Советская","27","Не вывозят мусор","Мусор не вывозился несколько дней, требуется уборка.","garbage","12","7","winter"
"204","2025-12-31 21:41:00","75","Южная управа","Пригородный","Солнечная","41","Лифт застревает","Кнопки лифта не реагируют, нужна диагностика.","elevator","12","21","winter"
"265","2026-01-09 04:51:00","5","Центральная управа","Центральный","Ленина","15","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","1","4","winter"
"28","2026-01-17 08:51:00","5","Центральная управа","Центральный","Ленина","15","Течь с потолка после дождя","После осадков с потолка течет вода, требуется проверка кровли.","roof","1","8","winter"
"224","2026-01-28 15:07:00","67","Южная управа","Пригородный","Полевая","9Б","Затопление канализацией","Из подвала идет сильный запах, вероятен засор канализации.","sewer","1","15","winter"
"252","2026-01-31 20:59:00","29","Северная управа","Северный","Мира","3А","Перебои с электричеством","Освещение в подъезде не работает со вчерашнего вечера.","electricity","1","20","winter"
"356","2026-01-31 21:10:00","61","Южная управа","Южный","Строителей","43","Прорыв стояка","Из стояка течет вода, жители жалуются на сырость.","water_leak","1","21","winter"
"187","2026-02-04 22:01:00","49","Северная управа","Промышленный","Энергетиков","37","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","2","22","winter"
"285","2026-02-17 19:20:00","39","Северная управа","Северный","Парковая","17Б","Протекает труба в подъезде","Из стояка течет вода, жители жалуются на сырость.","water_leak","2","19","winter"
"122","2026-02-23 23:03:00","12","Центральная управа","Центральный","Гагарина","37","Неприятный запах из подвала","Канализация переполнена, стоки выходят наружу.","sewer","2","23","winter"
"386","2026-02-26 22:51:00","64","Южная управа","Южный","Строителей","17","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","2","22","winter"
"93","2026-03-03 03:40:00","34","Северная управа","Северный","Молодежная","47","Переполнены контейнеры","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","3","3","spring"
"201","2026-03-08 00:17:00","9","Центральная управа","Центральный","Советская","21","Не вывозят мусор","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","3","0","spring"
"307","2026-03-08 06:42:00","10","Центральная управа","Центральный","Советская","7А","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","3","6","spring"
"419","2026-03-13 04:08:00","33","Северная управа","Северный","Молодежная","5А","Отключение электроэнергии","На площадке мигает свет и отключается электричество.","electricity","3","4","spring"
"48","2026-03-16 11:12:00","12","Центральная управа","Центральный","Гагарина","37","Течь в подвале","Из стояка течет вода, жители жалуются на сырость.","water_leak","3","11","spring"
"268","2026-03-19 01:59:00","72","Южная управа","Пригородный","Солнечная","23","Течь в подвале","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","3","1","spring"
"282","2026-03-23 13:32:00","26","Северная управа","Северный","Мира","19","Переполнены контейнеры","Рядом с домом образовалась свалка бытового мусора.","garbage","3","13","spring"
"189","2026-03-25 11:51:00","59","Южная управа","Южный","Школьная","5Б","Скопление мусора у дома","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","3","11","spring"
"ticket_id","opened_at","address_id","uprava","district","street","house_number","title","description","reason_category","month","hour","season"
"ticket_id","opened_at","address_id","uprava","district","street","house_number","title","description","reason_category","month","hour","season"
